,Q16288,Q9UM73,P06213,P52564,Q8IU85,P04629,P42345,P51617,Q15418,P78368,P48729,P51812,Q16539,P54646,Q02763,Q9HCP0,O75582,P48736,Q96GD4,P16591,P48730,P22607,Q9Y4K4,P67870,Q9HAZ1,O43293,O00444,O15530,P51957,P16234,Q9UQM7,P36507,Q9BXA7,P35968,O60674,Q9H4B4,Q86V86,Q05397,P00533,O14757,P07333,Q9Y243,P12931,O14965,Q7KZI7,P15056,Q13237,P29317,O95819,P11362,Q15759,P53778,O00311,P35916,Q05655,Q14680,P30291,Q9HBY8,P10721,Q8TDC3,O00418,P24941,Q00535,P41240,P06493,P22694,P78527,Q16644,P04049,Q96PF2,Q13131,O15111,P54619,P09619,P11309,Q9UBF8,P15735,P29376,P49841,P07948,Q06418,P30530,Q9H3Y6,P51813,O00141,Q13188,Q13976,Q12866,Q07912,Q9NWZ3,P50613,Q9P289,Q02156,P17252,P08631,P49759,Q13557,Q02750,P43405,Q05513,Q15078,Q9BWU1,P04626,P07332,P28482,P21802,Q9NR20,Q9HBH9,Q16620,P80192,P53350,P05129,P53667,P27448,P50750,P36888,Q13627,P27361,O94806,Q9UGJ0,P31749,Q00534,Q14164,Q5S007,Q9BUB5,Q14289,P52333,Q99683,O15264,P05771,Q04912,P17612,P22612,P07949,Q9Y463,P54760,Q13555,Q8NE63,Q13882,O14920,Q9UHD2,Q12851,O43781,P17948,P06241,Q9UGI9,P51451,P06239,O15075,Q96SB4,Q13554,P34947,Q08881,P49137,Q5VT25,P19784,P43403,Q14012,P29323,Q15118,P49336,P49760,P24723,Q16566,P42684,P42336,Q96RG2,Q9NYL2,Q9H2G2,O96017,Q9Y6M4,P68400,Q15139,O00329,Q04759,P08069,Q9H2X6,P31751,P42679,P11802,Q8N4C8,P08581,P00519,Q06187,Q96KB5,Q04771,P49840,P41279,P41743
P48729,0.066072976,0.043559259,0.051127534,0.110764839,0.097242474,0.057607908,0.027386549,0.053937803,0.089015312,0.446797009,1.0,0.091267019,0.118441514,0.092520864,0.049154814,0.447291309,0.072859684,0.036594452,0.118446482,0.076149467,0.634629879,0.07487684,0.07063495,0.05085741,0.094176255,0.104012477,0.078357809,0.10706278,0.064733336,0.052027363,0.090971739,0.071481674,0.102572995,0.049408794,0.056103741,0.084699096,0.112230682,0.066155836,0.058483811,0.112281829,0.058136439,0.087436826,0.097012241,0.117257552,0.092635861,0.079861194,0.068570602,0.05361476,0.052228575,0.071681185,0.114972425,0.131399664,0.103303085,0.047657976,0.075957129,0.10421138,0.067763634,0.102152726,0.058703879,0.081617329,0.045178847,0.123229324,0.120415634,0.096550867,0.129248528,0.130119288,0.020370189,0.121548632,0.073046605,0.111859091,0.094542824,0.076696752,0.037395205,0.055794607,0.108455248,0.041401587,0.0974395,0.067689515,0.110024778,0.100418473,0.060103047,0.060308364,0.094385674,0.062595341,0.099416665,0.09127672,0.081304592,0.054808256,0.058276291,0.085603167,0.113824206,0.092856204,0.078556241,0.068208561,0.094091617,0.094972439,0.0983061,0.088898487,0.094161096,0.073866026,0.036900332,0.081048762,0.054738365,0.065153465,0.113737879,0.070626626,0.104896589,0.097969976,0.063607883,0.064893442,0.070838907,0.067626512,0.075445015,0.092366618,0.120223085,0.051664686,0.087162035,0.108322148,0.067074782,0.032990372,0.089737894,0.106125123,0.077130577,0.041540453,0.10441487,0.056050368,0.058597648,0.05546324,0.125651587,0.067640971,0.051421446,0.132915301,0.130245449,0.053241447,0.090196478,0.045072195,0.089504981,0.079315348,0.110268145,0.083372516,0.072444739,0.072328434,0.085868978,0.04334314,0.104170246,0.037300774,0.10423337,0.112452888,0.074220601,0.075938033,0.082690766,0.08029738,0.077108855,0.104141352,0.051325644,0.13984613,0.094715948,0.109685504,0.047835591,0.051935361,0.087448624,0.087478472,0.07411488,0.076601434,0.071939256,0.038836318,0.055026572,0.076006949,0.052196562,0.092909896,0.438707826,0.126924201,0.071722544,0.039361569,0.070839208,0.047281139,0.058761582,0.09103308,0.084667544,0.111091412,0.05192976,0.046161695,0.068004586,0.06534477,0.068230464,0.068888998,0.097279054,0.105772848,0.073352168
P51812,0.074883813,0.055143836,0.059360063,0.124449191,0.19616129,0.079175082,0.033251207,0.070817347,0.812163793,0.096023693,0.091267019,1.0,0.124378053,0.131238442,0.07201469,0.097015384,0.386955495,0.047511701,0.176796577,0.089808282,0.095935246,0.083014509,0.093563306,0.051044061,0.106521778,0.163653214,0.112390012,0.179449556,0.113481547,0.068601076,0.169507457,0.131494698,0.136735308,0.06360222,0.095998476,0.130207544,0.123228204,0.088464676,0.066181332,0.145107559,0.069859923,0.260165646,0.083762712,0.164092521,0.119749476,0.085840332,0.155751411,0.075498082,0.072529096,0.077584798,0.126698678,0.123778568,0.107118165,0.061721427,0.183151294,0.130504704,0.082686935,0.257148875,0.07588259,0.138435796,0.057062648,0.131170091,0.128863777,0.093412615,0.128461589,0.243218114,0.028762275,0.181795365,0.089527668,0.13891254,0.143690804,0.100518248,0.036772342,0.076715425,0.1152053,0.062222736,0.183974062,0.065595119,0.124422163,0.090228377,0.073680562,0.075773254,0.095136915,0.077066408,0.268812589,0.124961924,0.173075456,0.068378212,0.067159959,0.087424006,0.117690941,0.137066534,0.173892386,0.196807474,0.086080268,0.108442926,0.16940237,0.129013447,0.084728411,0.190569506,0.054176623,0.086778608,0.067591849,0.092370107,0.127817518,0.078683624,0.103331802,0.184485243,0.075970914,0.089340414,0.149012517,0.185994536,0.091272886,0.121381488,0.098026691,0.072924646,0.089561931,0.128132802,0.114920162,0.046258725,0.249894571,0.127630961,0.104328077,0.054971618,0.171880617,0.081959436,0.093989173,0.083572818,0.132318539,0.196875513,0.063757362,0.24201612,0.227702463,0.071769743,0.085920935,0.072026249,0.160295904,0.091564481,0.100114713,0.102236365,0.107665413,0.094590602,0.098140372,0.062262398,0.085910325,0.044584029,0.093017829,0.091600843,0.173329853,0.089364222,0.14315383,0.154484745,0.084578353,0.19382352,0.117194478,0.119468309,0.091822562,0.194779045,0.077711415,0.05559148,0.095130886,0.097021473,0.184516266,0.179141647,0.078390012,0.04886183,0.082716561,0.093594292,0.093306856,0.165776815,0.096447413,0.113209107,0.117087888,0.045356669,0.180978784,0.062332305,0.078122526,0.254774835,0.086074387,0.111126242,0.069492201,0.056534658,0.079231396,0.086144718,0.079984353,0.072419986,0.114195502,0.092574757,0.194772293
Q16539,0.083672466,0.051172381,0.058004833,0.15055327,0.168244636,0.081767959,0.030306017,0.070634406,0.127511507,0.097135913,0.118441514,0.124378053,1.0,0.136274677,0.070430186,0.111464908,0.113227924,0.042678316,0.162448005,0.083838555,0.100387077,0.105747544,0.106610379,0.042711488,0.169262619,0.161616261,0.100096589,0.127508739,0.098867317,0.084355207,0.141349304,0.141644724,0.146159948,0.077435026,0.082798976,0.129321408,0.139461542,0.073200619,0.074268883,0.126348539,0.079190242,0.155780541,0.122177436,0.145610235,0.112730979,0.099295475,0.107591744,0.079405109,0.074086963,0.105242922,0.771891902,0.653955156,0.100727982,0.069828536,0.107359187,0.124249311,0.081119045,0.141783014,0.083465876,0.117676742,0.042602613,0.300129268,0.283592731,0.112449874,0.281745956,0.154328251,0.023751789,0.139052477,0.105669918,0.156158718,0.143860092,0.120597064,0.054444638,0.082614552,0.114306118,0.044141235,0.154516379,0.076735162,0.22492517,0.120370352,0.074776604,0.074513959,0.10883137,0.094199022,0.137705076,0.141211736,0.121572595,0.074699716,0.073991726,0.107404279,0.267366556,0.134329235,0.08168113,0.097985371,0.114053933,0.175720366,0.137036575,0.145111794,0.078311339,0.108282214,0.046827853,0.189216976,0.06997108,0.083962547,0.460355848,0.105016465,0.176902867,0.128219974,0.084054685,0.091751655,0.133529583,0.094182337,0.099102687,0.117547121,0.238635397,0.082660216,0.129409436,0.444613596,0.105397504,0.05504406,0.137822836,0.269156234,0.09499243,0.053465298,0.12583063,0.064952573,0.083915933,0.092082429,0.625970263,0.094240371,0.063817365,0.164146617,0.165480471,0.078998307,0.146026447,0.084198654,0.139716787,0.152238535,0.129854284,0.116681857,0.091696128,0.101197693,0.179730661,0.075831089,0.125072488,0.049009215,0.120494431,0.115140417,0.125445536,0.08435076,0.119461966,0.117232043,0.084889754,0.13019924,0.060689633,0.239676181,0.082508144,0.1737448,0.084081003,0.062788529,0.199329217,0.161623818,0.098395894,0.134255975,0.083803243,0.039051341,0.073369428,0.092098311,0.084802039,0.160731299,0.096528725,0.219555892,0.104990179,0.040434092,0.119353612,0.055295552,0.117272925,0.142124199,0.108827032,0.248982274,0.072716652,0.064798144,0.089792916,0.092190998,0.117861391,0.091967611,0.20744495,0.12071841,0.113491766
P54646,0.077075745,0.055930592,0.054081235,0.106509792,0.212127942,0.074232669,0.030969497,0.068453656,0.132639706,0.095484037,0.092520864,0.131238442,0.136274677,1.0,0.056946128,0.100736374,0.129818029,0.05083808,0.168065667,0.078376049,0.09885405,0.078398319,0.094243039,0.046380662,0.10408059,0.177174831,0.132070801,0.138078801,0.101449604,0.065243335,0.185054152,0.119532081,0.207441281,0.066713925,0.062488199,0.135248053,0.163603032,0.081982176,0.072045253,0.178617672,0.06088142,0.162070376,0.103767428,0.170115203,0.224347596,0.082066679,0.111955795,0.072969303,0.084571717,0.083794267,0.125140689,0.129998448,0.071680242,0.064804622,0.127450867,0.227251291,0.070994313,0.157414178,0.062081121,0.232810377,0.043952888,0.164606005,0.140764132,0.091368172,0.156190904,0.191429619,0.027967817,0.171980889,0.085763307,0.200551598,0.761175817,0.107704933,0.052028245,0.070490738,0.144229763,0.063074058,0.198688533,0.063429309,0.111841193,0.102714273,0.082471755,0.074572915,0.105808902,0.093792883,0.157247763,0.128444586,0.125863949,0.074974531,0.075661483,0.104770084,0.138858849,0.136077735,0.124862636,0.132951362,0.093826598,0.10727116,0.177960977,0.118835638,0.071131758,0.127595054,0.050962308,0.113861857,0.060316893,0.080329948,0.124960463,0.078866366,0.096928251,0.143958241,0.076271694,0.090139486,0.149549832,0.12402759,0.096654436,0.235731307,0.136175502,0.06089606,0.081170434,0.122878732,0.107291582,0.045901418,0.165969134,0.131553396,0.101622561,0.051746551,0.134640646,0.081678195,0.070797194,0.081174327,0.129285391,0.120592783,0.055185169,0.197674291,0.199961624,0.073554568,0.091392412,0.06985022,0.172505403,0.105131624,0.107565369,0.11214404,0.100699071,0.102735651,0.102584311,0.062407002,0.104571556,0.042452802,0.094980567,0.100831388,0.146965572,0.068113184,0.165815055,0.10727597,0.086604267,0.162791502,0.07585278,0.118433051,0.091071327,0.219525763,0.074656152,0.051734268,0.112376292,0.095387552,0.13596797,0.19239084,0.083680318,0.043141148,0.087590004,0.115003398,0.076086381,0.163875424,0.094475012,0.124559674,0.111057447,0.044938488,0.131700663,0.054082344,0.071686035,0.166690112,0.096663612,0.142361649,0.076280513,0.054260017,0.0870336,0.085612584,0.079051443,0.080669326,0.100746193,0.110936934,0.125328367
Q02763,0.135803263,0.101248367,0.124870665,0.079313627,0.07470731,0.131273658,0.038263771,0.065238646,0.072058083,0.049272276,0.049154814,0.07201469,0.070430186,0.056946128,1.0,0.053472504,0.064443828,0.048628805,0.093855621,0.135055864,0.048670079,0.168706203,0.049104521,0.031148576,0.052185264,0.068253466,0.050674299,0.061963865,0.05264407,0.131183002,0.05770859,0.076069067,0.067134767,0.124484475,0.112463564,0.047770107,0.067558794,0.097108977,0.118930937,0.05959585,0.142055364,0.07864483,0.135517641,0.082250102,0.057287855,0.082685909,0.073976051,0.149606598,0.050507253,0.16636399,0.067823347,0.068726148,0.039239129,0.122774404,0.072736833,0.050391288,0.061168283,0.074951604,0.149031616,0.051227123,0.051999763,0.083876902,0.074922627,0.142704299,0.073987068,0.071165005,0.027960929,0.058369248,0.084493409,0.068158809,0.064860979,0.053295425,0.03236913,0.1294823,0.061748749,0.053154839,0.06223148,0.117328371,0.062709972,0.137068353,0.144264449,0.156560428,0.140608355,0.132651564,0.077063342,0.069818812,0.064861,0.147026573,0.07839158,0.093586442,0.082357418,0.075949432,0.071336734,0.076990846,0.135510911,0.048984496,0.056672349,0.080428713,0.130419772,0.066491748,0.036991591,0.058871441,0.116118917,0.132328628,0.066569941,0.160981455,0.048204325,0.073174958,0.139666665,0.072135052,0.052137769,0.080670717,0.092461245,0.059836973,0.07378538,0.141173651,0.046801533,0.068731098,0.081528871,0.037628863,0.069815484,0.080977721,0.05060048,0.060472205,0.059200778,0.098578322,0.110706463,0.061164243,0.06746222,0.077472202,0.114664883,0.071498931,0.072168656,0.143383747,0.046073904,0.131572361,0.057317438,0.046303117,0.130139641,0.049801267,0.053231215,0.048702892,0.070168694,0.1306541,0.124604686,0.046816778,0.132643591,0.135934742,0.059856037,0.042513818,0.047245864,0.059853654,0.140025768,0.052587527,0.039461818,0.050086871,0.131412152,0.077503412,0.133278997,0.038313369,0.057834258,0.052251818,0.067770787,0.06160163,0.109107373,0.04438783,0.065393944,0.071555221,0.048352926,0.060498884,0.04809207,0.056017406,0.07718091,0.04845192,0.076183249,0.123909936,0.045762771,0.06641473,0.141779534,0.076512445,0.047645154,0.121998393,0.110812435,0.13617757,0.080407584,0.074962797,0.064784454,0.070836703,0.060322113
Q9HCP0,0.061149934,0.042847436,0.042823808,0.104505276,0.099217041,0.054976116,0.03363631,0.058888822,0.093178714,0.807310373,0.447291309,0.097015384,0.111464908,0.100736374,0.053472504,1.0,0.079468315,0.034061029,0.120891844,0.065186564,0.438348835,0.07408941,0.070506937,0.041958359,0.087168063,0.095646133,0.076790145,0.112558672,0.066306761,0.057391447,0.077008794,0.082904137,0.083585653,0.058749291,0.050365362,0.097123661,0.099867108,0.060192013,0.05683439,0.096395999,0.057392482,0.092569037,0.086138087,0.121187251,0.092626584,0.072606452,0.086108271,0.048896489,0.053079818,0.073661543,0.103418911,0.09925603,0.072851142,0.059523829,0.086281197,0.089679913,0.061334211,0.122714957,0.061143484,0.078995644,0.04693702,0.122425883,0.123675659,0.074028028,0.106326218,0.123632137,0.023657275,0.096974664,0.071102783,0.090545386,0.095068037,0.073388598,0.050223772,0.052065293,0.096124618,0.04306508,0.081731609,0.061676863,0.107231941,0.074856678,0.060364351,0.06699281,0.077219686,0.062672915,0.110533113,0.092035091,0.088571829,0.065950322,0.072398296,0.077737727,0.103017228,0.114681979,0.064773471,0.07996811,0.073067569,0.076932147,0.086647094,0.08280385,0.073361324,0.070874909,0.042847707,0.077249493,0.061140807,0.067222862,0.08981645,0.06899453,0.085526575,0.093128388,0.060856315,0.066256124,0.073986081,0.078984745,0.063960146,0.097838846,0.099063879,0.050347054,0.072188704,0.09415324,0.060769916,0.042558146,0.097738225,0.097869922,0.069589399,0.034353414,0.076645516,0.061360046,0.057587608,0.061741749,0.098654585,0.077607347,0.050512485,0.123587871,0.109473153,0.063060667,0.085905429,0.045997027,0.086346422,0.076924153,0.086519065,0.07060654,0.067040978,0.066604406,0.084955819,0.05975716,0.084439578,0.0402611,0.080096952,0.08181917,0.079072912,0.072525066,0.069117312,0.087818205,0.063604095,0.098561921,0.045577578,0.109556487,0.07248699,0.097215002,0.047267681,0.058836183,0.085421843,0.079287616,0.068272538,0.074446334,0.068066954,0.039228888,0.048770422,0.059739191,0.050993522,0.083282425,0.786288788,0.108508489,0.067020379,0.037664005,0.08034386,0.042871159,0.065074785,0.104625818,0.076316004,0.098049097,0.056231821,0.048070852,0.06792834,0.075122293,0.084259214,0.054413299,0.094578727,0.102603875,0.083629082
O75582,0.079753855,0.054877524,0.060988836,0.104322539,0.187197418,0.071815632,0.03552783,0.072346323,0.391747758,0.089401445,0.072859684,0.386955495,0.113227924,0.129818029,0.064443828,0.079468315,1.0,0.046568866,0.15448706,0.084918349,0.077300229,0.071129266,0.095128734,0.037894275,0.098245764,0.158803262,0.109215671,0.168510016,0.096931109,0.062836792,0.164992247,0.106851584,0.139459402,0.05903005,0.08597164,0.115253614,0.106479012,0.073528548,0.062332096,0.135688148,0.062143613,0.238231005,0.074065364,0.15094469,0.123480773,0.085570915,0.139239372,0.071551481,0.083484046,0.077501086,0.113409308,0.109655217,0.077368049,0.055963021,0.170282016,0.12645134,0.076638571,0.233135526,0.055378628,0.127341651,0.050976338,0.119122716,0.109068084,0.075263031,0.116622505,0.235445625,0.02824964,0.180898562,0.085624987,0.142109526,0.133163894,0.099844437,0.037518096,0.061334367,0.100613103,0.057789431,0.172523186,0.06266223,0.101164381,0.089961163,0.067976352,0.068108041,0.095791397,0.077701561,0.234053668,0.112800603,0.144826906,0.074948106,0.062452396,0.078482297,0.106534589,0.110345291,0.176487221,0.185485866,0.085572734,0.100921497,0.159652337,0.106053708,0.088104832,0.199166,0.041540774,0.095191713,0.057880988,0.08006954,0.11296739,0.076078267,0.101176999,0.171637216,0.080690067,0.08511617,0.126436323,0.163711616,0.095562557,0.131124389,0.098428393,0.062884908,0.078741393,0.105455009,0.114330628,0.046590025,0.227601371,0.110424625,0.09509024,0.048429518,0.166692196,0.06728475,0.092271257,0.083113548,0.117012051,0.184633518,0.050184625,0.234002012,0.218230769,0.059601573,0.089662966,0.068549055,0.151060253,0.078680113,0.097308876,0.095881985,0.094599105,0.091585265,0.09508783,0.065892488,0.081399387,0.044274437,0.0769433,0.081859507,0.142703764,0.083705356,0.138114889,0.152617378,0.079158456,0.179360427,0.114442354,0.104937236,0.086037207,0.182432371,0.073644395,0.04859411,0.097707728,0.102732481,0.177557895,0.166279743,0.065634915,0.051329508,0.076638708,0.086241813,0.083474096,0.149157158,0.074630329,0.101338914,0.120062475,0.045083807,0.167993937,0.055719423,0.076570631,0.240862044,0.076245777,0.096456339,0.074305241,0.048206969,0.070146889,0.08535468,0.064607407,0.072209263,0.10133707,0.088201208,0.203034176
P48736,0.040049349,0.041155115,0.042665454,0.043151001,0.041161246,0.041839979,0.053327004,0.040807392,0.044526139,0.034435136,0.036594452,0.047511701,0.042678316,0.05083808,0.048628805,0.034061029,0.046568866,1.0,0.040738508,0.049318681,0.034143854,0.051918683,0.048548846,0.032167229,0.040257112,0.035451587,0.04994001,0.046924068,0.051735023,0.04615604,0.049876245,0.036203124,0.0493505,0.052199414,0.050106171,0.044783491,0.043691781,0.047130868,0.046772634,0.046716021,0.051507348,0.041723489,0.046935472,0.042103466,0.046074612,0.053275235,0.060414153,0.051901382,0.046067479,0.051035261,0.037245173,0.040278304,0.044588443,0.057176581,0.044972454,0.048421695,0.043199213,0.045711582,0.049371121,0.04039812,0.041671797,0.03489592,0.035874453,0.039969467,0.041800355,0.037435657,0.045031564,0.051741892,0.046534381,0.045086969,0.0471258,0.050092703,0.040920115,0.046276018,0.048202577,0.107470133,0.046673382,0.037263609,0.040818578,0.048864594,0.05056441,0.047365658,0.047063818,0.050099074,0.044798435,0.040992239,0.051364,0.055588164,0.041644979,0.041748513,0.037837675,0.040672202,0.052611684,0.051026428,0.049368615,0.043585888,0.052420842,0.043841469,0.055810253,0.050648249,0.039984999,0.041946836,0.042236859,0.058392593,0.039310039,0.052827629,0.043973831,0.041376265,0.047616445,0.046984556,0.057031371,0.044426517,0.046176522,0.04390338,0.041292147,0.0495963,0.039031862,0.039946662,0.048189242,0.04098214,0.044512202,0.039861979,0.051020987,0.042450491,0.045735498,0.049383957,0.058820363,0.043845315,0.037237496,0.051859589,0.044467007,0.036405824,0.040033137,0.04516379,0.036600987,0.046860362,0.045388192,0.041337375,0.042929001,0.05545234,0.051695005,0.047889508,0.042965804,0.050434326,0.044762959,0.042898533,0.050443999,0.043559986,0.04602894,0.044871898,0.04353519,0.04475346,0.04958332,0.048886585,0.046314616,0.044690243,0.04733699,0.042070885,0.047029675,0.042348814,0.041073623,0.042707652,0.044010825,0.046449288,0.043322035,0.291849839,0.048934135,0.046421403,0.050938639,0.050275792,0.035102281,0.041518602,0.050870544,0.274311108,0.049573144,0.043121177,0.041981729,0.044614061,0.048985187,0.037103434,0.043826407,0.045838398,0.041991119,0.050483579,0.045449301,0.039397662,0.034106874,0.043593741,0.048149985
Q96GD4,0.106437737,0.064001624,0.066955877,0.149765475,0.212830926,0.10826784,0.028570641,0.093920044,0.17650969,0.110293824,0.118446482,0.176796577,0.162448005,0.168065667,0.093855621,0.120891844,0.15448706,0.040738508,1.0,0.104874063,0.115065343,0.099630849,0.102626055,0.047686316,0.10042798,0.193907117,0.165855358,0.211884482,0.102333678,0.068560553,0.192888897,0.169751441,0.192425644,0.076539679,0.086314079,0.181430623,0.195288135,0.092841434,0.069385342,0.174802129,0.07936086,0.219909774,0.101929002,0.556993475,0.161523793,0.114855953,0.168600618,0.082004815,0.086066669,0.107554052,0.15876645,0.162591882,0.081960178,0.063009138,0.163648339,0.150644397,0.087036279,0.217742963,0.074859592,0.158191473,0.040514011,0.208237152,0.220892341,0.118853108,0.206512354,0.240397377,0.022764458,0.20274074,0.123295881,0.203972523,0.17436024,0.115568723,0.05286747,0.075762632,0.177944378,0.044594306,0.189541002,0.079350864,0.167827023,0.101893329,0.092591336,0.09951321,0.136029076,0.095616397,0.227478772,0.154666536,0.182368662,0.069341631,0.074497806,0.124471693,0.169864199,0.175731539,0.17264296,0.166032701,0.107785357,0.10479435,0.179689837,0.178943398,0.104102982,0.159936396,0.050828795,0.145120261,0.058545325,0.106563247,0.14948451,0.106349831,0.127410783,0.184306286,0.107442997,0.084409361,0.174076389,0.159243274,0.114753674,0.163731372,0.16313082,0.066572956,0.097521741,0.153628109,0.126237841,0.048988111,0.205900276,0.178270591,0.102338013,0.064181548,0.171068246,0.07473145,0.082827156,0.086408421,0.17854909,0.162120257,0.068785198,0.235223367,0.246481862,0.084009935,0.110439283,0.077486533,0.167473139,0.10371863,0.136296765,0.115998253,0.104616377,0.108578241,0.126516814,0.074117887,0.104304346,0.056373179,0.11239884,0.104073534,0.168857038,0.067101014,0.151740755,0.126882083,0.106246806,0.19398479,0.086052732,0.155413885,0.104417595,0.218937312,0.077734498,0.060759327,0.144752665,0.112914237,0.182544841,0.212865235,0.089052506,0.041159638,0.091595964,0.098294908,0.108062573,0.171210088,0.11129904,0.141700001,0.12327491,0.040738126,0.165388816,0.068233817,0.080106892,0.216650822,0.113474542,0.151743631,0.083088859,0.068028272,0.09009249,0.115800683,0.114227744,0.121622244,0.156448395,0.13665751,0.180187497
P16591,0.14799759,0.112985115,0.125543421,0.084037768,0.09091278,0.141797272,0.035863518,0.065902364,0.09006183,0.063370179,0.076149467,0.089808282,0.083838555,0.078376049,0.135055864,0.065186564,0.084918349,0.049318681,0.104874063,1.0,0.08361304,0.157327749,0.05288107,0.041318063,0.063096249,0.096773951,0.058533204,0.06835615,0.065600697,0.138827411,0.070951805,0.084157269,0.097107438,0.120008552,0.112679291,0.064069072,0.089363199,0.157548955,0.106551029,0.075264915,0.143719502,0.084222275,0.213899586,0.108382835,0.077546495,0.111840097,0.086438857,0.147045804,0.050465838,0.158199923,0.089754209,0.085263737,0.052753787,0.122831891,0.099944716,0.064831704,0.060454624,0.078442244,0.144664534,0.074453106,0.053088022,0.106379548,0.09913361,0.228349821,0.109530416,0.091936454,0.033700482,0.079133433,0.112159877,0.092453545,0.077982474,0.068626474,0.046671135,0.140820015,0.090666697,0.052602769,0.077954887,0.137890172,0.077598611,0.202442229,0.1387948,0.147555073,0.219309695,0.206562325,0.082330254,0.086705367,0.087012051,0.144835992,0.110345768,0.101565959,0.090340131,0.104171592,0.082787549,0.085060864,0.209966745,0.065621537,0.067429962,0.08613352,0.175361842,0.075442329,0.048118065,0.065058005,0.102939582,0.508708933,0.086567972,0.153256399,0.063879522,0.072302679,0.141911908,0.089260313,0.067981165,0.077358022,0.119389586,0.081508351,0.09200811,0.138660109,0.057221676,0.084266489,0.074243314,0.038281058,0.080692349,0.101036387,0.065339791,0.057452497,0.063077728,0.161188419,0.111831195,0.075556568,0.088900958,0.088026011,0.100472007,0.090204905,0.095515902,0.136685565,0.060288635,0.1338335,0.065109229,0.050177235,0.227030734,0.064889938,0.059449756,0.058372304,0.07430517,0.125057075,0.206403212,0.042245927,0.201365373,0.198530747,0.094017232,0.053597734,0.056701806,0.076824466,0.200781502,0.079360535,0.054103966,0.069365027,0.177641653,0.096055962,0.137999335,0.045937334,0.071952816,0.056505114,0.075098101,0.074310221,0.159988753,0.053848358,0.056831729,0.086497013,0.059831053,0.08360286,0.06588637,0.064825872,0.075859489,0.04921023,0.096472536,0.127805961,0.042187631,0.080091064,0.23109899,0.097126842,0.049511674,0.120932064,0.167466543,0.195733232,0.084405137,0.083632202,0.075366239,0.08198099,0.076578275
